,Time,sailActive,sailPosX,sailPosY,sailPosZ,earthPosX,earthPosY,earthPosZ,distanceToNEO
225,1125.0,1,2.6259152657141427,1.704163955363714,0.08267982197188156,0.746607755258756,-0.6854828804401608,5.014919227069324e-05,3.839443306716751
226,1130.0,1,2.6317775451956362,1.7408681592932054,0.08214580862845623,0.8006785823811999,-0.6200461906520521,4.872872905191423e-05,3.924337082996505
227,1135.0,1,2.637123581049055,1.7771912657238815,0.08158783318606064,0.8490477002396805,-0.5501944388048914,4.696127907731167e-05,4.005633220804468
228,1140.0,1,2.641964412250768,1.8131343716401271,0.08100637922828804,0.8913534378974856,-0.4764138934167621,4.485847609288008e-05,4.083331088295787
229,1145.0,1,2.646310703119145,1.8486986502267158,0.08040202302229778,0.9272739366468822,-0.399220912757381,4.243434426213841e-05,4.157443643419045
230,1150.0,1,2.6501727627012683,1.88388534383738,0.07977543085390443,0.9565297533884773,-0.3191589566780127,3.970523690619246e-05,4.227994190986697
231,1155.0,1,2.6535605619656666,1.9186957586134314,0.07912735589366783,0.9788862868177594,-0.23679535525324438,3.668975980759296e-05,4.295013687650146
232,1160.0,1,2.6564837489216933,1.9531312605833142,0.0784586346346588,0.9941560011384986,-0.15271783575678877,3.340867846576429e-05,4.358538525296438
233,1165.0,1,2.6589516617846893,1.9871932730773685,0.07777018290620805,1.002200419844164,-0.06753081235952173,2.9884808759088838e-05,4.418608725446382
234,1170.0,1,2.660973340305569,2.0208832752945884,0.07706299143571643,1.0029318602446362,0.018148553618339894,2.6142890569854865e-05,4.4752664821031125
235,1175.0,1,2.6625575353845354,2.0542028018590672,0.07633812090253082,0.9963148779831553,0.10369451107027057,2.2209444065357613e-05,4.528554996826588
236,1180.0,1,2.6637127170918085,2.0871534432025984,0.07559669640406429,0.9823673899078144,0.18847707774036745,1.811260850281987e-05,4.5785175566706675
237,1185.0,1,2.664447081223953,2.1197368466061524,0.07483990123496047,0.9611614434534169,0.2718665788383625,1.3881963637714612e-05,4.625196812421395
238,1190.0,1,2.6647685545330737,2.151954717726424,0.07406896986550204,0.9328236012685069,0.3532383390329206,9.548334063484096e-06,4.668634220963433
